price,lotsize,bedrooms,bathrooms,stories,driveway,recreation,fullbase,gasheat,aircon,garage,prefer
101000,6.24,4,2,2,1,0,0,0,1,1,1
102000,6,3,2,2,1,1,0,0,0,1,1
103000,7.68,4,2,4,1,1,0,0,1,1,1
105000,6,4,2,4,1,1,0,0,1,1,1
108000,6,4,2,4,1,0,0,0,1,1,1
110000,6,4,2,4,1,0,0,0,0,2,1
113000,6,4,2,4,1,0,0,0,1,1,1
120000,7.475,3,2,4,1,0,0,0,1,2,1
105000,5.15,3,2,4,1,0,0,0,1,2,1
106000,6.325,3,1,4,1,0,0,0,1,1,1
107500,6,3,2,4,1,0,0,0,1,1,1
108000,6,3,2,3,1,0,0,0,1,0,1
113750,6,3,1,4,1,1,0,0,1,2,1
120000,7,3,1,4,1,0,0,0,1,2,1
70000,12.9,3,1,1,1,0,0,0,0,2,1
71000,7.686,3,1,1,1,1,1,1,0,0,1
82000,5,3,1,3,1,0,0,0,1,0,1
82000,5.8,3,2,4,1,0,0,0,1,0,1
82500,6,3,2,4,1,0,0,0,1,0,1
83000,4.8,3,1,3,1,0,0,0,1,0,1
84000,6.5,3,2,3,1,0,0,0,1,0,1
85000,7.32,4,2,2,1,0,0,0,0,0,1
85000,6.525,3,2,4,1,0,0,0,0,1,1
91500,4.8,3,2,4,1,1,0,0,1,0,1
94000,6,3,2,4,1,0,0,0,1,0,1
103000,6,3,2,4,1,1,0,0,1,1,1
105000,6,3,2,2,1,1,0,0,1,1,1
105000,6,3,1,2,1,0,0,0,1,1,1
